Nation,State,County,Place,Latitude,Longitude,Elevation (meters)
United States of America,California,San Bernardino,Crestline,34.242456,-117.289899,1426.960327
United States of America,California,San Bernardino,Fontana,34.13055,-117.4764643,428.9596252
United States of America,California,San Bernardino,Fort Irwin,35.247995,-116.683636,820
United States of America,California,San Bernardino,Grand Terrace,34.031019,-117.316683,314.3094788
United States of America,California,San Bernardino,Hesperia,34.3635525,-117.3057895,1018.047852
United States of America,California,San Bernardino,Highland,34.118459,-117.20237,382.1272888
United States of America,California,San Bernardino,Homestead Valley,34.273026,-116.41453,1122
United States of America,California,San Bernardino,Joshua Tree,34.126979,-116.31858,877.5620728
United States of America,California,San Bernardino,Lake Arrowhead,34.2626114,-117.2836531,
United States of America,California,San Bernardino,Lake Arrowhead,34.25629,-117.191326,1569.829102
United States of America,California,San Bernardino,Lenwood,34.878243,-117.107755,683.1539307
United States of America,California,San Bernardino,Loma Linda,34.048364,-117.250648,358.0973511
United States of America,California,San Bernardino,Lucerne Valley,34.442746,-116.902054,1194
United States of America,California,San Bernardino,Lytle Creek,34.249926,-117.504431,1577
United States of America,California,San Bernardino,Mentone,34.057261,-117.126425,523.5614624
United States of America,California,San Bernardino,Montclair,34.07096,-117.697531,307.401062
United States of America,California,San Bernardino,Morongo Valley,34.055322,-116.582276,820.4641724
United States of America,California,San Bernardino,Mount Baldy-Wrightwood,34.266609,-117.5413331,
United States of America,California,San Bernardino,Mountain View Acres,34.49694,-117.348726,935.8947144
United States of America,California,San Bernardino,Muscoy,34.156009,-117.346552,429.4038391
United States of America,California,San Bernardino,Nebo Center,34.870737,-116.950718,645.6126709
United States of America,California,San Bernardino,Needles,34.838312,-114.611067,172.2699738
United States of America,California,San Bernardino,Needles,34.4972431,-114.7911307,
United States of America,California,San Bernardino,Newberry Springs-Baker,35.2018353,-115.9928386,
United States of America,California,San Bernardino,Oak Glen,34.045094,-116.95025,2577
United States of America,California,San Bernardino,Oak Hills,34.391178,-117.412598,1302
United States of America,California,San Bernardino,Ontario,34.0388445,-117.6484098,
United States of America,California,San Bernardino,Ontario,34.048159,-117.601522,272.672821
United States of America,California,San Bernardino,Phelan,34.439831,-117.52484,1472
United States of America,California,San Bernardino,Piñon Hills,34.443783,-117.621433,1869
United States of America,California,San Bernardino,Rancho Cucamonga,34.127856,-117.5801743,425.0033264
United States of America,California,San Bernardino,Redlands,34.0503145,-117.154822,482.859436
United States of America,California,San Bernardino,Rialto,34.11136,-117.382403,395.468689
United States of America,California,San Bernardino,Running Springs,34.207739,-117.108285,1853.926147
United States of America,California,San Bernardino,San Antonio Heights,34.153008,-117.661433,624.8477173
United States of America,California,San Bernardino,San Bernardino,34.0951263,-117.3192878,
United States of America,California,San Bernardino,San Bernardino,34.14900433,-117.2417163,406.8057556
United States of America,California,San Bernardino,Searles Valley,35.5376297,-117.3023776,
United States of America,California,San Bernardino,Searles Valley,35.765181,-117.382803,523.3486328
United States of America,California,San Bernardino,Silver Lakes,34.751889,-117.34315,803
United States of America,California,San Bernardino,Spring Valley Lake,34.499808,-117.268609,899
United States of America,California,San Bernardino,Twentynine Palms,34.138277,-116.072409,638.9710083
United States of America,California,San Bernardino,Twentynine Palms Base,34.246588,-116.091026,570.2445068
United States of America,California,San Bernardino,Twentynine Palms-Yucca Valley,34.3542238,-115.9971323,
United States of America,California,San Bernardino,Upland,34.113259,-117.658386,429.8589478
United States of America,California,San Bernardino,Victorville,34.520459,-117.344525,905.8370361
United States of America,California,San Bernardino,Victorville-Hesperia,34.5502881,-117.2333829,
United States of America,California,San Bernardino,Wrightwood,34.355921,-117.629233,1823.333496
United States of America,California,San Bernardino,Yucaipa,34.0322835,-117.0105077,
United States of America,California,San Bernardino,Yucaipa,34.0377955,-117.0718815,705.8079834
United States of America,California,San Bernardino,Yucca Valley,34.126041,-116.416463,987.4179077
United States of America,California,San Diego,Alpine,32.8345028,-116.7622754,
United States of America,California,San Diego,Alpine,32.834563,-116.770615,572.3877563
United States of America,California,San Diego,Bonita,32.65842,-117.035336,33.64500046
United States of America,California,San Diego,Bonsall,33.26987,-117.2152065,150.1712952
United States of America,California,San Diego,Borrego Springs,33.1112185,-116.27356,
United States of America,California,San Diego,Borrego Springs,33.247113,-116.371969,174.9002228
United States of America,California,San Diego,Bostonia,32.821612,-116.949905,141.0531464
United States of America,California,San Diego,Boulevard,32.664016,-116.289606,1204
United States of America,California,San Diego,Camp Pendleton,33.3345153,-117.4336228,
United States of America,California,San Diego,Camp Pendleton North,33.304869,-117.306125,123.7901993
United States of America,California,San Diego,Camp Pendleton South,33.2133585,-117.3944295,6.481267929
United States of America,California,San Diego,Campo,32.639453,-116.474456,1035
United States of America,California,San Diego,Carlsbad,33.105815,-117.28174,52.15777206
United States of America,California,San Diego,Casa de Oro-Mount Helix,32.763359,-116.977474,240.2647858
United States of America,California,San Diego,Chula Vista,32.6452365,-117.0010635,138.5765381
United States of America,California,San Diego,Coronado,32.67819,-117.172581,0
United States of America,California,San Diego,Crest,32.805918,-116.867405,492.2258911
United States of America,California,San Diego,Del Mar,32.96178,-117.264517,44.50234985
United States of America,California,San Diego,Descanso,32.869582,-116.628077,1273
United States of America,California,San Diego,El Cajon,32.7983,-116.960055,132.3165894
United States of America,California,San Diego,Encinitas,33.044442,-117.271694,78.96430969
United States of America,California,San Diego,Escondido,33.124794,-117.08085,199.3275604
United States of America,California,San Diego,Eucalyptus Hills,32.885044,-116.945341,316
United States of America,California,San Diego,Fairbanks Ranch,32.995786,-117.183106,31.25649834
United States of America,California,San Diego,Fallbrook,33.3967676,-117.2541625,
United States of America,California,San Diego,Fallbrook,33.371691,-117.236125,223.0659637
United States of America,California,San Diego,Granite Hills,32.804101,-116.910522,200.7418518
United States of America,California,San Diego,Harbison Canyon,32.821101,-116.840051,357.5044556
United States of America,California,San Diego,Hidden Meadows,33.229571,-117.124754,496.8529053
United States of America,California,San Diego,Imperial Beach,32.578255,-117.117111,6.65899992
United States of America,California,San Diego,Jacumba,32.627709,-116.182692,960
United States of America,California,San Diego,Jamul,32.726557,-116.882336,396.0848694
United States of America,California,San Diego,Jamul,32.6787552,-116.815378,
United States of America,California,San Diego,Julian,33.07093,-116.585601,1346.060547
United States of America,California,San Diego,La Mesa,32.77145,-117.022797,159.6410065
United States of America,California,San Diego,La Presa,32.712057,-117.003862,94.60411072
United States of America,California,San Diego,Laguna-Pine Valley,32.8883528,-116.6222055,
United States of America,California,San Diego,Lake San Marcos,33.122562,-117.209411,156.5803223
United States of America,California,San Diego,Lakeside,32.849533,-116.90542,202.4491119
United States of America,California,San Diego,Lemon Grove,32.733451,-117.033702,126.2051544
United States of America,California,San Diego,Mount Laguna,32.871105,-116.424686,1827
United States of America,California,San Diego,Mountain Empire,32.7026541,-116.456874,
United States of America,California,San Diego,National City,32.670903,-117.092725,32.64500046
United States of America,California,San Diego,Oceanside,33.2440235,-117.2854795,47.90668488
United States of America,California,San Diego,Oceanside-Escondido,33.1625676,-117.1708339,
United States of America,California,San Diego,Palomar-Julian,33.2373458,-116.7059342,
United States of America,California,San Diego,Pauma Valley,33.3358648,-117.0114926,
United States of America,California,San Diego,Pine Valley,32.828184,-116.526583,1126.304565
United States of America,California,San Diego,Potrero,32.613085,-116.606813,821
United States of America,California,San Diego,Poway,32.9805205,-116.9995455,311.487915
United States of America,California,San Diego,Rainbow,33.4007875,-117.1349215,426.8451843
United States of America,California,San Diego,Ramona,33.0345023,-116.854278,
United States of America,California,San Diego,Ramona,33.035868,-116.870633,433.6570435
United States of America,California,San Diego,Rancho San Diego,32.7628785,-116.9075855,172.7749329
United States of America,California,San Diego,Rancho Santa Fe,33.023943,-117.20011,66.21085358
United States of America,California,San Diego,San Diego,32.8212225,-117.1012203,
United States of America,California,San Diego,San Diego,32.98022833,-117.036668,186.0317688
United States of America,California,San Diego,San Diego Country Estates,33.002636,-116.799005,440.7590637
United States of America,California,San Diego,San Marcos,33.1161955,-117.184626,327.7037964
United States of America,California,San Diego,Santee,32.848237,-116.988249,102.6682281
United States of America,California,San Diego,Solana Beach,32.995393,-117.26038,36.86758423
United States of America,California,San Diego,Spring Valley,32.734318,-116.981372,190.6806488
United States of America,California,San Diego,Valley Center,33.2389528,-116.9994685,
United States of America,California,San Diego,Valley Center,33.2168225,-117.006011,531.2764893
United States of America,California,San Diego,Vista,33.193549,-117.24114,134.7944031
United States of America,California,San Diego,Winter Gardens,32.841043,-116.927747,218.3210144
United States of America,California,San Francisco,San Francisco,37.759881,-122.437392,47.05514908
United States of America,California,San Francisco,San Francisco,37.7272391,-123.0322294,
United States of America,California,San Joaquin,Acampo,38.173528,-121.279891,15
United States of America,California,San Joaquin,August,37.97989,-121.263984,7.628485203
United States of America,California,San Joaquin,Collierville,38.214149,-121.267454,13
United States of America,California,San Joaquin,Country Club,37.970723,-121.334988,1.837214708
United States of America,California,San Joaquin,Dogtown,38.209585,-121.15506,32
United States of America,California,San Joaquin,Escalon,37.794055,-120.995022,36.09923172
United States of America,California,San Joaquin,Escalon,37.8263541,-121.0207159,
United States of America,California,San Joaquin,Farmington,37.929625,-120.999574,33.28674316
United States of America,California,San Joaquin,French Camp,37.882742,-121.279788,4.130242348
United States of America,California,San Joaquin,Garden Acres,37.961373,-121.231345,9.493308067
United States of America,California,San Joaquin,Kennedy,37.931774,-121.251802,7.265882492
United States of America,California,San Joaquin,Lathrop,37.8107015,-121.3082945,3.757037163
United States of America,California,San Joaquin,Lincoln Village,38.004122,-121.334544,2.462822199
United States of America,California,San Joaquin,Linden,38.019989,-121.09145,27.21892357
United States of America,California,San Joaquin,Linden-Farmington,37.9808776,-121.0367254,
United States of America,California,San Joaquin,Lockeford,38.1601295,-121.0871305,
United States of America,California,San Joaquin,Lockeford,38.157565,-121.151455,30.97011375
United States of America,California,San Joaquin,Lodi,38.1451721,-121.2966189,
United States of America,California,San Joaquin,Lodi,38.1097745,-121.337233,7.949288845
United States of America,California,San Joaquin,Manteca,37.795157,-121.2262148,
United States of America,California,San Joaquin,Manteca,37.802777,-121.220818,11.38512993
United States of America,California,San Joaquin,Morada,38.048998,-121.254051,12.20946407
United States of America,California,San Joaquin,Mountain House,37.774018,-121.545262,12
United States of America,California,San Joaquin,North Woodbridge,38.160369,-121.308981,9.054326057
United States of America,California,San Joaquin,Peters,37.9763,-121.04394,28
United States of America,California,San Joaquin,Ripon,37.740478,-121.128224,19.62249184
United States of America,California,San Joaquin,Ripon,37.7850141,-121.1158332,
United States of America,California,San Joaquin,South Woodbridge,38.154118,-121.306008,12.7038641
United States of America,California,San Joaquin,Stockton,37.941158,-121.3859097,
United States of America,California,San Joaquin,Stockton,37.98709075,-121.2823213,6.714074135
United States of America,California,San Joaquin,Taft Mosswood,37.916324,-121.281563,3.666037083
United States of America,California,San Joaquin,Terminous,38.115256,-121.489558,0
United States of America,California,San Joaquin,Thornton,38.230913,-121.425063,1
United States of America,California,San Joaquin,Thornton,38.1304593,-121.4633246,
United States of America,California,San Joaquin,Tracy,37.6671789,-121.4248557,
United States of America,California,San Joaquin,Tracy,37.737979,-121.433857,16.74600029
United States of America,California,San Joaquin,Victor,38.138483,-121.198838,22
United States of America,California,San Joaquin,Waterloo,38.036452,-121.184551,23
United States of America,California,San Joaquin,Woodbridge,38.169204,-121.311322,10
United States of America,California,San Luis Obispo,Arroyo Grande,35.120878,-120.586799,37.73645401
United States of America,California,San Luis Obispo,Arroyo Grande,35.1037771,-120.4297037,
United States of America,California,San Luis Obispo,Atascadero,35.467559,-120.694227,394.8865967
United States of America,California,San Luis Obispo,Atascadero,35.2836758,-120.0691629,
United States of America,California,San Luis Obispo,Avilla Beach,35.197131,-120.719194,235
United States of America,California,San Luis Obispo,Baywood-Los Osos,35.316795,-120.835605,27.93957901
United States of America,California,San Luis Obispo,Blacklake,35.049689,-120.538642,100
United States of America,California,San Luis Obispo,Callender,35.047967,-120.57592,35
United States of America,California,San Luis Obispo,Cambria,35.55403,-121.087394,64.61249542
United States of America,California,San Luis Obispo,Cayucos,35.43839,-120.890647,12.52208233
United States of America,California,San Luis Obispo,Creston,35.517294,-120.520908,334
United States of America,California,San Luis Obispo,Edna,35.210785,-120.605966,82
United States of America,California,San Luis Obispo,El Paso de Robles (Paso Robles),35.607662,-120.6881465,216.6987305
United States of America,California,San Luis Obispo,Garden Farms,35.415781,-120.614034,286
United States of America,California,San Luis Obispo,Grover Beach,35.120934,-120.619529,19.50183678
United States of America,California,San Luis Obispo,Lake Nacimiento,35.737585,-120.881328,289.2446594
United States of America,California,San Luis Obispo,Los Berros,35.080906,-120.545031,46
United States of America,California,San Luis Obispo,Los Osos,35.306807,-120.824798,4
United States of America,California,San Luis Obispo,Los Ranchos,35.21026,-120.629142,72
United States of America,California,San Luis Obispo,Morro Bay,35.379043,-120.853354,9.366292953
United States of America,California,San Luis Obispo,Nipomo,35.030027,-120.490032,123.541214
United States of America,California,San Luis Obispo,North Coast,35.5359192,-121.0303991,
United States of America,California,San Luis Obispo,Oak Shores,35.762422,-120.981728,356
United States of America,California,San Luis Obispo,Oceano,35.10268,-120.611471,18.21382713
United States of America,California,San Luis Obispo,Paso Robles,35.6402851,-120.5446025,
United States of America,California,San Luis Obispo,Pismo Beach,35.1624075,-120.6771755,71.57682037
United States of America,California,San Luis Obispo,San Luis Obispo,35.2348219,-120.6790891,
United States of America,California,San Luis Obispo,San Luis Obispo,35.274305,-120.663192,62.15412903
United States of America,California,San Luis Obispo,San Miguel,35.751313,-120.695413,191.5020142
United States of America,California,San Luis Obispo,San Simeon,35.618205,-121.137437,98
United States of America,California,San Luis Obispo,Santa Margarita,35.389427,-120.60816,306
United States of America,California,San Luis Obispo,Shandon,35.656178,-120.378817,316.5901489
United States of America,California,San Luis Obispo,Templeton,35.563098,-120.701353,238.7702942
United States of America,California,San Luis Obispo,Whitley Gardens,35.65716,-120.506913,277
United States of America,California,San Luis Obispo,Woodlands,35.028879,-120.552391,61
United States of America,California,San Mateo,Atherton,37.458615,-122.200099,18.82195854
United States of America,California,San Mateo,Belmont,37.518087,-122.291673,66.87705231
United States of America,California,San Mateo,Brisbane,37.684932,-122.398951,7.22431469
United States of America,California,San Mateo,Broadmoor,37.692433,-122.478901,40.51481628
United States of America,California,San Mateo,Burlingame,37.584285,-122.349388,6.022253036
United States of America,California,San Mateo,Colma,37.67878,-122.455513,56.15058136
United States of America,California,San Mateo,Daly City,37.6907,-122.46595,63.15598679
United States of America,California,San Mateo,East Palo Alto,37.467038,-122.139699,5.097148418
United States of America,California,San Mateo,El Granada,37.503766,-122.47323,16.77771759
United States of America,California,San Mateo,Emerald Lake Hills,37.464388,-122.266389,142.1273651
United States of America,California,San Mateo,Foster City,37.5769,-122.232405,0
United States of America,California,San Mateo,Half Moon Bay,37.45884,-122.436848,20.67864227
United States of America,California,San Mateo,Half Moon Bay,37.3409816,-122.3763131,
United States of America,California,San Mateo,Highlands-Baywood Park,37.524893,-122.343299,118.2721024
United States of America,California,San Mateo,Hillsborough,37.5688325,-122.3604725,36.09768295
United States of America,California,San Mateo,La Honda,37.31819,-122.265087,308
United States of America,California,San Mateo,Ladera,37.39958,-122.199301,67
United States of America,California,San Mateo,Loma Mar,37.265797,-122.300684,153
United States of America,California,San Mateo,Menlo Park,37.454188,-122.178579,20.95568657
United States of America,California,San Mateo,Millbrae,37.5943355,-122.4061995,125.7446899
United States of America,California,San Mateo,Montara,37.539639,-122.506426,55.70993042
United States of America,California,San Mateo,Moss Beach,37.52524,-122.512811,19.2914238
United States of America,California,San Mateo,North Fair Oaks,37.47517,-122.203506,8.762893677
United States of America,California,San Mateo,Pacifica,37.622685,-122.485507,16.38628387
United States of America,California,San Mateo,Pescadero,37.250751,-122.372518,0
United States of America,California,San Mateo,Portola Valley,37.375023,-122.218635,160.2480774
United States of America,California,San Mateo,Redwood City,37.482887,-122.236006,5.701128006
United States of America,California,San Mateo,San Bruno,37.6173265,-122.42931,72.72653198
United States of America,California,San Mateo,San Carlos,37.499187,-122.263278,33.36100006
United States of America,California,San Mateo,San Mateo,37.554286,-122.313044,4.727598667
United States of America,California,San Mateo,San Mateo,37.493939,-122.2399187,
United States of America,California,San Mateo,South San Francisco,37.645601,-122.4115478,
United States of America,California,San Mateo,South San Francisco,37.655983,-122.425525,8.581671715
United States of America,California,San Mateo,West Menlo Park,37.433588,-122.202975,34.04690933
United States of America,California,San Mateo,Woodside,37.420704,-122.259777,134.8738251
United States of America,California,Santa Barbara,Ballard,34.634036,-120.115605,225
United States of America,California,Santa Barbara,Buellton,34.6101415,-120.1940295,105.2689972
United States of America,California,Santa Barbara,Carpinteria,34.399044,-119.516442,11.79699993
United States of America,California,Santa Barbara,Carpinteria,34.4199456,-119.5238703,
United States of America,California,Santa Barbara,Casmalia,34.837588,-120.531071,106
United States of America,California,Santa Barbara,Cuyama,34.931244,-119.614804,701
United States of America,California,Santa Barbara,Cuyama,34.7776482,-119.71774,
United States of America,California,Santa Barbara,Garey,34.886888,-120.314076,120
United States of America,California,Santa Barbara,Goleta,34.440493,-119.813608,19.77700043
United States of America,California,Santa Barbara,Guadalupe,34.9264815,-120.599007,
United States of America,California,Santa Barbara,Guadalupe,34.965588,-120.573089,25.59409523
United States of America,California,Santa Barbara,Isla Vista,34.414595,-119.860418,12.77700043
United States of America,California,Santa Barbara,Lompoc,34.6260558,-120.4703931,
United States of America,California,Santa Barbara,Lompoc,34.646182,-120.460316,29.77700043
United States of America,California,Santa Barbara,Los Alamos,34.741984,-120.275397,176.5861053
United States of America,California,Santa Barbara,Los Olivos,34.664745,-120.118019,298
United States of America,California,Santa Barbara,Mission Canyon,34.449797,-119.716315,185.3111877
United States of America,California,Santa Barbara,Mission Hills,34.689303,-120.43615,105.4249954
United States of America,California,Santa Barbara,Montecito,34.433687,-119.631845,46.69633484
United States of America,California,Santa Barbara,New Cuyama,34.942148,-119.680762,678
United States of America,California,Santa Barbara,Orcutt,34.87455,-120.428067,124.4193878
United States of America,California,Santa Barbara,Santa Barbara,34.425804,-119.714189,36.51731491
United States of America,California,Santa Barbara,Santa Barbara,34.0776701,-119.916239,
United States of America,California,Santa Barbara,Santa Maria,34.8906788,-120.376529,
United States of America,California,Santa Barbara,Santa Maria,34.950302,-120.4638755,58.80899811
United States of America,California,Santa Barbara,Santa Ynez,34.61208,-120.088262,183.743988
United States of America,California,Santa Barbara,Sisquoc,34.862172,-120.294225,122
United States of America,California,Santa Barbara,Solvang,34.593793,-120.139656,149.3690033
United States of America,California,Santa Barbara,Solvang-Santa Ynez,34.6807772,-120.0895098,
United States of America,California,Santa Barbara,Summerland,34.4212235,-119.603707,36.65726471
United States of America,California,Santa Barbara,Toro Canyon,34.418395,-119.56292,13.29378986
United States of America,California,Santa Barbara,Vandenberg AFB,34.751047,-120.497893,188.5933838
United States of America,California,Santa Barbara,Vandenberg Village,34.706281,-120.465513,111.7770004
United States of America,California,Santa Clara,Alum Rock,37.36759,-121.825473,47.57884979
United States of America,California,Santa Clara,Buena Vista,37.321226,-121.916311,37.17750168
United States of America,California,Santa Clara,Burbank,37.320521,-121.931591,39.23200226
United States of America,California,Santa Clara,Cambrian Park,37.255593,-121.928915,72.45760345
United States of America,California,Santa Clara,Campbell,37.283909,-121.955026,61.43200302
United States of America,California,Santa Clara,Cupertino,37.326451,-122.0633655,105.170578
United States of America,California,Santa Clara,Diablo Range,37.2547699,-121.5119781,
United States of America,California,Santa Clara,East Foothills,37.383989,-121.822396,97.13832092
United States of America,California,Santa Clara,Fruitdale,37.312743,-121.935837,46.74984741
United States of America,California,Santa Clara,Gilroy,37.021419,-121.5921593,65.66770935
United States of America,California,Santa Clara,Lexington Hills,37.1484376,-121.9287007,
United States of America,California,Santa Clara,Lexington Hills,37.157695,-121.984013,453.5994873
United States of America,California,Santa Clara,Llagas-Uvas,37.0468198,-121.7106173,
United States of America,California,Santa Clara,Los Altos,37.350045,-122.084874,76.53853607
United States of America,California,Santa Clara,Los Altos Hills,37.370969,-122.137687,114.6305008
United States of America,California,Santa Clara,Los Gatos,37.236044,-121.961768,110.6754456
United States of America,California,Santa Clara,Loyola,37.349766,-122.099111,83.26204681
United States of America,California,Santa Clara,Milpitas,37.434586,-121.895059,7.630000114
United States of America,California,Santa Clara,Monte Sereno,37.238194,-121.989475,152.0123138
United States of America,California,Santa Clara,Morgan Hill,37.1457195,-121.6415235,116.8162918
United States of America,California,Santa Clara,Mountain View,37.39264,-122.082023,24.89958763
United States of America,California,Santa Clara,Palo Alto,37.3983145,-122.154042,58.66230011
United States of America,California,Santa Clara,San Jose,37.22233325,-121.8007583,194.1019135
United States of America,California,Santa Clara,San Jose,37.321956,-121.9195088,
United States of America,California,Santa Clara,San Martin,37.087746,-121.60002,86.95800018
United States of America,California,Santa Clara,Santa Clara,37.354441,-121.969119,21.62352562
United States of America,California,Santa Clara,Saratoga,37.2621265,-122.0350955,151.2512665
United States of America,California,Santa Clara,Seven Trees,37.287854,-121.837823,47.56100082
United States of America,California,Santa Clara,South Santa Clara Valley,37.0517343,-121.5748673,
United States of America,California,Santa Clara,Stanford,37.42259,-122.165413,25.24307632
United States of America,California,Santa Clara,Sunnyvale,37.371991,-122.02602,30.93770599
United States of America,California,Santa Clara,Sunol-Midtown,37.324841,-121.910198,33.92041397
United States of America,California,Santa Clara,West Santa Clara,37.3074678,-122.1119298,
United States of America,California,Santa Cruz,Amesti,36.95921,-121.782131,56.89554214
United States of America,California,Santa Cruz,Aptos,36.9815,-121.907432,64.83634949
United States of America,California,Santa Cruz,Aptos Hills-Larkin Valley,36.96086,-121.831386,120.184761
United States of America,California,Santa Cruz,Ben Lomond,37.08278,-122.083626,95.60813904
United States of America,California,Santa Cruz,Bonny Doon,37.043485,-122.136852,768
United States of America,California,Santa Cruz,Boulder Creek,37.131487,-122.124398,156.8548737
United States of America,California,Santa Cruz,Brookdale,37.105731,-122.110627,247
United States of America,California,Santa Cruz,Capitola,36.97625,-121.95475,13.34978867
United States of America,California,Santa Cruz,Corralitos,36.991303,-121.802013,77.02318573
United States of America,California,Santa Cruz,Davenport,37.017778,-122.187885,41
United States of America,California,Santa Cruz,Day Valley,37.02199767,-121.8488587,406.9904785
United States of America,California,Santa Cruz,Felton,37.051498,-122.055753,132.9584503
United States of America,California,Santa Cruz,Freedom,36.940452,-121.789376,50.22800064
United States of America,California,Santa Cruz,Interlaken,36.956293,-121.745433,19.18917274
United States of America,California,Santa Cruz,La Selva Beach,36.927376,-121.844406,82
United States of America,California,Santa Cruz,Live Oak,36.981363,-121.980476,31.33300018
United States of America,California,Santa Cruz,Lompico,37.110058,-122.05228,254
United States of America,California,Santa Cruz,Mount Hermon,37.050369,-122.051237,121
United States of America,California,Santa Cruz,Opal Cliffs,36.9615,-121.97092,7.311682701
United States of America,California,Santa Cruz,Pajaro Dunes,36.872238,-121.810066,41
United States of America,California,Santa Cruz,Paradise Park,37.006286,-122.042404,81
United States of America,California,Santa Cruz,Pasatiempo,37.003433,-122.026515,142
United States of America,California,Santa Cruz,Rio del Mar,36.963764,-121.88769,25.38591766
United States of America,California,Santa Cruz,San Lorenzo Valley,37.1646713,-122.0929441,
United States of America,California,Santa Cruz,Santa Cruz,36.9708997,-121.9745167,
United States of America,California,Santa Cruz,Santa Cruz,36.97205,-122.026252,3.879796505
United States of America,California,Santa Cruz,Scotts Valley,37.051381,-122.013236,170.7306671
United States of America,California,Santa Cruz,Seacliff,36.976657,-121.917454,50
United States of America,California,Santa Cruz,Soquel,36.986991,-121.945636,37.29791641
United States of America,California,Santa Cruz,Summit Road,37.0900016,-121.9115725,
United States of America,California,Santa Cruz,Twin Lakes,36.96345,-121.993498,14.86651516
United States of America,California,Santa Cruz,Watsonville,36.920054,-121.763725,10.98548031
United States of America,California,Santa Cruz,Watsonville,36.935379,-121.8017392,
United States of America,California,Santa Cruz,West Santa Cruz,37.0525313,-122.211385,
United States of America,California,Santa Cruz,Zayante,37.088873,-122.041356,341
United States of America,California,Shasta,Anderson,40.452092,-122.29656,129.4253998
United States of America,California,Shasta,Bella Vista,40.65018,-122.244993,259
United States of America,California,Shasta,Big Bend,41.019803,-121.907881,523.553772
United States of America,California,Shasta,Burney,40.880655,-121.66675,953.0435791
United States of America,California,Shasta,Cassel,40.921269,-121.551358,928
United States of America,California,Shasta,Central Shasta,40.7373823,-121.9181072,
United States of America,California,Shasta,Cottonwood,40.388953,-122.281823,133.9764252
United States of America,California,Shasta,East Shasta,40.9008088,-121.5428505,
United States of America,California,Shasta,Fall River Mills,41.00576,-121.440946,1016.197144
United States of America,California,Shasta,French Gulch,40.705313,-122.635174,425.0484009
United States of America,California,Shasta,Hat Creek,40.810043,-121.480945,996
United States of America,California,Shasta,Keswick,40.613439,-122.460605,233
United States of America,California,Shasta,Lakehead,40.90075,-122.392397,395
United States of America,California,Shasta,Lakehead-Lakeshore,40.901211,-122.392325,368.1127319
United States of America,California,Shasta,McArthur,41.050534,-121.399816,1009.261963
United States of America,California,Shasta,Millville,40.555904,-122.18525,151.4781494
United States of America,California,Shasta,Montgomery Creek,40.84023,-121.919586,661.442749
United States of America,California,Shasta,Mountain Gate,40.718442,-122.326259,384
United States of America,California,Shasta,Old Station,40.672167,-121.422784,1348
United States of America,California,Shasta,Palo Cedro,40.551091,-122.234255,134.8312531
United States of America,California,Shasta,Redding,40.576606,-122.370325,142.7748718
United States of America,California,Shasta,Redding,40.5578719,-122.3437583,
United States of America,California,Shasta,Round Mountain,40.799633,-121.943058,673.9623413
United States of America,California,Shasta,Sacramento Canyon,40.9866263,-122.3666461,
United States of America,California,Shasta,Shasta,40.591107,-122.479784,484
United States of America,California,Shasta,Shasta Lake,40.678167,-122.370003,242.1004486
United States of America,California,Shasta,Shingletown,40.496033,-121.863657,1090.053223
United States of America,California,Shasta,Southwest Shasta,40.5276578,-122.6481015,
United States of America,California,Sierra,Alleghany,39.46666,-120.841123,1500
United States of America,California,Sierra,Calpine,39.663293,-120.443543,1575
United States of America,California,Sierra,Downieville,39.570066,-120.821258,1059
United States of America,California,Sierra,East Sierra,39.5765017,-120.2654076,
United States of America,California,Sierra,Goodyears Bar,39.545768,-120.8881,1559
United States of America,California,Sierra,Loyalton,39.676558,-120.243157,1507.824585
United States of America,California,Sierra,Pike,39.427965,-120.999823,1159
United States of America,California,Sierra,Sattley,39.626504,-120.435616,1500
United States of America,California,Sierra,Sierra Brooks,39.642592,-120.215388,1601
United States of America,California,Sierra,Sierra City,39.574014,-120.629655,1836
United States of America,California,Sierra,Sierraville,39.575043,-120.363786,1508
United States of America,California,Sierra,Verdi,39.523692,-120.016286,1755
United States of America,California,Sierra,West Sierra,39.5811956,-120.7741559,
United States of America,California,Siskiyou,Butte Valley,41.8591979,-121.934659,
United States of America,California,Siskiyou,Carrick,41.446118,-122.363368,1070.174561
United States of America,California,Siskiyou,Dorris,41.965075,-121.918967,1293.445068
United States of America,California,Siskiyou,Dunsmuir,41.2126953,-122.3920674,
United States of America,California,Siskiyou,Dunsmuir,41.221542,-122.273011,756.2486572
United States of America,California,Siskiyou,Edgewood,41.461691,-122.427091,901.0411377
United States of America,California,Siskiyou,Etna,41.45735,-122.896875,898.5402222
United States of America,California,Siskiyou,Etna,41.327554,-123.0110405,
United States of America,California,Siskiyou,Fort Jones,41.607303,-122.841817,836.7950439
United States of America,California,Siskiyou,Fort Jones,41.6997334,-122.9107552,
United States of America,California,Siskiyou,Gazelle,41.521538,-122.520718,844.2520142
United States of America,California,Siskiyou,Greenview,41.5508755,-122.9130415,862.6768799
United States of America,California,Siskiyou,Grenada,41.644438,-122.522768,784.2756958
United States of America,California,Siskiyou,Happy Camp,41.810369,-123.389163,433
United States of America,California,Siskiyou,Happy Camp,41.7477055,-123.3041347,
United States of America,California,Siskiyou,Hornbrook,41.909594,-122.557628,661.4003906
